"","year","ageGroup","sex","cause","deaths"
"108599",2013,"70 to 74","Male","Tuberculosis",31662.2
"108602",2011,"80 plus","Female","Tuberculosis",12915.8
"108607",2005,"70 to 74","Female","Tuberculosis",4.7
"108609",2004,"80 plus","Female","Tuberculosis",2.2
"108611",2013,"30 to 34","Male","Tuberculosis",39.7
"108615",2004,"70 to 74","Male","Tuberculosis",7.6
"108617",2007,"10 to 14","Male","Tuberculosis",3.1
"108619",2012,"10 to 14","Male","Tuberculosis",2.2
"108622",2013,"15 to 19","Male","Tuberculosis",6.3
"108624",2012,"65 to 69","Male","Tuberculosis",6.7
"108626",2013,"55 to 59","Female","Tuberculosis",5.5
"108627",2011,"55 to 59","Female","Tuberculosis",5.5
"108628",2010,"Post Neonatal","Male","Tuberculosis",43.3
"108629",2011,"1 to 4","Female","Tuberculosis",10.4
"108630",2011,"55 to 59","Male","Tuberculosis",8.3
"108631",2004,"Post Neonatal","Female","Tuberculosis",84.8
"108634",2013,"25 to 29","Female","Tuberculosis",9384.2
"108635",2005,"15 to 19","Female","Tuberculosis",6829.2
"108636",2013,"45 to 49","Female","Tuberculosis",12018.7
"108640",2004,"15 to 19","Male","Tuberculosis",5.6
"108645",2012,"30 to 34","Female","Tuberculosis",19.2
"108647",2007,"15 to 19","Female","Tuberculosis",10.6
"108648",2010,"10 to 14","Female","Tuberculosis",3.5
"108649",2013,"80 plus","Female","Tuberculosis",1.7
"108650",2013,"25 to 29","Male","Tuberculosis",28
"108656",2011,"60 to 64","Female","Tuberculosis",4.6
"108659",2005,"65 to 69","Male","Tuberculosis",8.2
"108660",2012,"70 to 74","Female","Tuberculosis",3.8
"108661",2007,"5 to 9","Female","Tuberculosis",3.7
"108662",2012,"60 to 64","Female","Tuberculosis",4.6
"108663",2011,"15 to 19","Male","Tuberculosis",6.7
"108665",2006,"55 to 59","Female","Tuberculosis",6.5
"108667",2008,"55 to 59","Female","Tuberculosis",6.1
"108668",2004,"1 to 4","Female","Tuberculosis",20.4
"108670",2006,"45 to 49","Female","Tuberculosis",8.8
"108674",2006,"40 to 44","Male","Tuberculosis",11.9
"108675",2008,"80 plus","Male","Tuberculosis",19037.2
"108677",2004,"35 to 39","Female","Tuberculosis",13753.8
"108678",2006,"45 to 49","Female","Tuberculosis",13891.9
"108679",2013,"55 to 59","Male","Tuberculosis",39439.5
"108682",2011,"40 to 44","Male","Tuberculosis",26495.5
"108684",2009,"20 to 24","Male","Tuberculosis",19
"108686",2006,"1 to 4","Female","Tuberculosis",18.7
"108689",2012,"20 to 24","Female","Tuberculosis",15.3
"108693",2012,"75 to 79","Female","Tuberculosis",2.9
"108700",2012,"75 to 79","Male","Tuberculosis",4.6
"108702",2005,"5 to 9","Female","Tuberculosis",4.6
"108703",2008,"5 to 9","Male","Tuberculosis",3
"108704",2005,"60 to 64","Female","Tuberculosis",5.8
"108705",2005,"15 to 19","Male","Tuberculosis",9.2
"108706",2012,"15 to 19","Male","Tuberculosis",6.5
"108710",2010,"Post Neonatal","Female","Tuberculosis",48.7
"108711",2004,"50 to 54","Female","Tuberculosis",7.6
"108712",2008,"Post Neonatal","Male","Tuberculosis",55.6
"108713",2011,"10 to 14","Female","Tuberculosis",3.8
"108714",2012,"Post Neonatal","Male","Tuberculosis",35
"108715",2012,"25 to 29","Female","Tuberculosis",9.4
"108716",2012,"25 to 29","Male","Tuberculosis",15859.2
"108717",2005,"50 to 54","Female","Tuberculosis",14022.7
"108719",2010,"Post Neonatal","Female","Tuberculosis",2.8
"108720",2007,"45 to 49","Male","Tuberculosis",32410.3
"108723",2006,"1 to 4","Male","Tuberculosis",5
"108725",2012,"35 to 39","Male","Tuberculosis",60.9
"108730",2006,"75 to 79","Male","Tuberculosis",5.3
"108735",2008,"70 to 74","Male","Tuberculosis",6.3
"108739",2007,"15 to 19","Male","Tuberculosis",8.1
"108741",2008,"10 to 14","Male","Tuberculosis",2.9
"108742",2013,"70 to 74","Female","Tuberculosis",3.9
"108743",2009,"1 to 4","Female","Tuberculosis",13.2
"108744",2010,"1 to 4","Female","Tuberculosis",11.7
"108745",2005,"5 to 9","Male","Tuberculosis",3.8
"108746",2012,"5 to 9","Female","Tuberculosis",2.6
"108749",2006,"50 to 54","Male","Tuberculosis",10.4
"108754",2004,"Post Neonatal","Male","Tuberculosis",73.3
"108756",2012,"35 to 39","Male","Tuberculosis",26981
"108757",2004,"30 to 34","Female","Tuberculosis",12061.9
"108758",2005,"20 to 24","Female","Tuberculosis",12413.8
"108760",2005,"45 to 49","Female","Tuberculosis",14353.1
"108761",2005,"15 to 19","Male","Tuberculosis",5.4
"108766",2009,"20 to 24","Female","Tuberculosis",18.7
"108767",2011,"30 to 34","Female","Tuberculosis",20.1
"108773",2006,"75 to 79","Female","Tuberculosis",3.6
"108774",2008,"5 to 9","Female","Tuberculosis",3.5
"108775",2007,"10 to 14","Female","Tuberculosis",4.3
"108777",2011,"65 to 69","Male","Tuberculosis",6.7
"108781",2010,"55 to 59","Female","Tuberculosis",5.7
"108784",2012,"65 to 69","Female","Tuberculosis",4.2
"108785",2009,"1 to 4","Male","Tuberculosis",12
"108786",2013,"1 to 4","Female","Tuberculosis",9
"108787",2013,"65 to 69","Male","Tuberculosis",6.6
"108788",2012,"1 to 4","Male","Tuberculosis",9.3
"108790",2006,"80 plus","Female","Tuberculosis",11985.2
"108795",2012,"25 to 29","Female","Tuberculosis",9560.9
"108796",2012,"15 to 19","Female","Tuberculosis",4.8
"108798",2012,"10 to 14","Female","Tuberculosis",3.7
"108799",2012,"40 to 44","Female","Tuberculosis",9507.6
"108800",2004,"35 to 39","Male","Tuberculosis",28632.7
"108801",2006,"60 to 64","Female","Tuberculosis",17205.5
"108802",2011,"1 to 4","Male","Tuberculosis",4.2
"108803",2005,"45 to 49","Male","Tuberculosis",34124.9
"108804",2013,"80 plus","Female","Tuberculosis",13946.8
"108808",2012,"30 to 34","Male","Tuberculosis",40.5
"108810",2006,"80 plus","Male","Tuberculosis",3.6
"108812",2012,"80 plus","Male","Tuberculosis",3
"108813",2008,"15 to 19","Female","Tuberculosis",9.9
"108814",2012,"10 to 14","Female","Tuberculosis",3
"108816",2008,"10 to 14","Female","Tuberculosis",4
"108818",2008,"70 to 74","Female","Tuberculosis",4.3
"108823",2007,"5 to 9","Male","Tuberculosis",3.3
"108824",2011,"5 to 9","Male","Tuberculosis",2.5
"108827",2004,"55 to 59","Male","Tuberculosis",10.6
"108828",2005,"55 to 59","Female","Tuberculosis",6.7
"108830",2004,"45 to 49","Male","Tuberculosis",12.5
"108832",2006,"45 to 49","Male","Tuberculosis",11.5
"108833",2012,"1 to 4","Female","Tuberculosis",9.6
"108836",2013,"35 to 39","Male","Tuberculosis",27392.2
"108837",2013,"40 to 44","Female","Tuberculosis",9427
"108838",2012,"10 to 14","Male","Tuberculosis",2.7
"108839",2012,"35 to 39","Female","Tuberculosis",10178.5
"108840",2004,"30 to 34","Male","Tuberculosis",21905.3
"108841",2008,"55 to 59","Female","Tuberculosis",15597.4
"108842",2010,"5 to 9","Female","Tuberculosis",2.7
"108843",2007,"50 to 54","Female","Tuberculosis",13110
"108845",2011,"45 to 49","Male","Tuberculosis",31225.2
"108850",2012,"80 plus","Female","Tuberculosis",1.7
"108851",2005,"70 to 74","Male","Tuberculosis",7.2
"108852",2006,"80 plus","Female","Tuberculosis",2
"108853",2009,"5 to 9","Male","Tuberculosis",2.9
"108856",2008,"65 to 69","Female","Tuberculosis",4.7
"108860",2008,"15 to 19","Male","Tuberculosis",7.8
"108863",2010,"1 to 4","Male","Tuberculosis",10.9
"108865",2011,"60 to 64","Male","Tuberculosis",7.4
"108866",2004,"1 to 4","Male","Tuberculosis",17.7
"108868",2005,"50 to 54","Male","Tuberculosis",10.9
"108874",2010,"20 to 24","Male","Tuberculosis",8
"108875",2011,"15 to 19","Male","Tuberculosis",4.5
"108876",2012,"15 to 19","Female","Tuberculosis",4243.1
"108877",2013,"30 to 34","Male","Tuberculosis",20248
"108878",2012,"40 to 44","Male","Tuberculosis",26673.4
"108879",2004,"25 to 29","Female","Tuberculosis",13730.9
"108880",2004,"20 to 24","Female","Tuberculosis",12815.4
"108881",2013,"20 to 24","Male","Tuberculosis",7.5
"108882",2013,"15 to 19","Male","Tuberculosis",4.3
"108883",2011,"Post Neonatal","Female","Tuberculosis",2.6
"108884",2008,"55 to 59","Male","Tuberculosis",39204.5
"108886",2008,"60 to 64","Male","Tuberculosis",37114.2
"108889",2006,"5 to 9","Male","Tuberculosis",3.5
"108896",2005,"65 to 69","Female","Tuberculosis",5.2
"108900",2011,"70 to 74","Male","Tuberculosis",5.8
"108901",2007,"1 to 4","Female","Tuberculosis",17.2
"108903",2007,"1 to 4","Male","Tuberculosis",15.1
"108908",2012,"45 to 49","Female","Tuberculosis",7.7
"108911",2012,"45 to 49","Male","Tuberculosis",10.3
"108914",2007,"80 plus","Male","Tuberculosis",18609.6
"108915",2011,"15 to 19","Female","Tuberculosis",4.9
"108916",2013,"25 to 29","Male","Tuberculosis",15725.4
"108917",2005,"55 to 59","Male","Tuberculosis",37014.4
"108918",2013,"35 to 39","Female","Tuberculosis",10212.8
"108919",2012,"20 to 24","Male","Tuberculosis",7.6
"108920",2004,"25 to 29","Male","Tuberculosis",18162.8
"108921",2005,"55 to 59","Female","Tuberculosis",16043.1
"108922",2010,"1 to 4","Female","Tuberculosis",3.4
"108923",2011,"Post Neonatal","Male","Tuberculosis",2.9
"108926",2007,"60 to 64","Female","Tuberculosis",16466.5
"108927",2008,"25 to 29","Female","Tuberculosis",10.1
"108928",2009,"35 to 39","Female","Tuberculosis",9.9
"108934",2012,"25 to 29","Male","Tuberculosis",28.7
"108935",2010,"80 plus","Female","Tuberculosis",1.8
"108936",2009,"65 to 69","Female","Tuberculosis",4.5
"108938",2010,"60 to 64","Female","Tuberculosis",4.7
"108942",2004,"55 to 59","Female","Tuberculosis",7
"108943",2007,"45 to 49","Male","Tuberculosis",11.1
"108948",2007,"40 to 44","Male","Tuberculosis",11.6
"108950",2011,"45 to 49","Female","Tuberculosis",7.7
"108953",2004,"35 to 39","Male","Tuberculosis",14.4
"108955",2006,"35 to 39","Male","Tuberculosis",13.7
"108956",2013,"30 to 34","Female","Tuberculosis",8788
"108957",2006,"25 to 29","Male","Tuberculosis",11.9
"108958",2012,"20 to 24","Female","Tuberculosis",8318.2
"108959",2004,"15 to 19","Female","Tuberculosis",7153
"108960",2006,"15 to 19","Male","Tuberculosis",5.2
"108961",2006,"15 to 19","Female","Tuberculosis",6
"108962",2013,"10 to 14","Male","Tuberculosis",2.7
"108963",2007,"45 to 49","Female","Tuberculosis",13399.8
"108964",2005,"50 to 54","Male","Tuberculosis",38121.7
"108965",2004,"40 to 44","Female","Tuberculosis",12909.2
"108967",2007,"10 to 14","Female","Tuberculosis",4.3
"108968",2009,"20 to 24","Male","Tuberculosis",8.2
"108970",2009,"25 to 29","Male","Tuberculosis",11.1
"108973",2009,"10 to 14","Male","Tuberculosis",2.7
"108974",2008,"75 to 79","Female","Tuberculosis",3.3
"108975",2009,"5 to 9","Female","Tuberculosis",3.2
"108978",2009,"15 to 19","Male","Tuberculosis",7.4
"108979",2009,"60 to 64","Female","Tuberculosis",4.9
"108983",2012,"5 to 9","Male","Tuberculosis",2.4
"108986",2013,"60 to 64","Male","Tuberculosis",7.3
"108990",2007,"Post Neonatal","Female","Tuberculosis",74.7
"108997",2008,"80 plus","Female","Tuberculosis",12543.5
"108998",2012,"30 to 34","Male","Tuberculosis",20314.8
"108999",2004,"45 to 49","Female","Tuberculosis",14982.2
"109000",2010,"Post Neonatal","Male","Tuberculosis",3
"109001",2012,"30 to 34","Male","Tuberculosis",11.9
"109005",2010,"10 to 14","Male","Tuberculosis",2.9
"109008",2008,"30 to 34","Male","Tuberculosis",12.8
"109012",2009,"10 to 14","Female","Tuberculosis",3.7
"109014",2012,"25 to 29","Female","Tuberculosis",18.7
"109016",2005,"75 to 79","Male","Tuberculosis",5.6
"109018",2009,"65 to 69","Male","Tuberculosis",7.1
"109019",2010,"70 to 74","Female","Tuberculosis",4
"109020",2010,"55 to 59","Male","Tuberculosis",8.6
"109022",2010,"50 to 54","Male","Tuberculosis",9.3
"109023",2013,"65 to 69","Female","Tuberculosis",4.2
"109024",2009,"Post Neonatal","Male","Tuberculosis",49
"109026",2005,"55 to 59","Male","Tuberculosis",10.3
"109030",2010,"40 to 44","Male","Tuberculosis",11
"109032",2007,"25 to 29","Female","Tuberculosis",10.3
"109033",2004,"40 to 44","Female","Tuberculosis",10.1
"109036",2006,"25 to 29","Female","Tuberculosis",10.5
"109038",2004,"55 to 59","Male","Tuberculosis",37096.8
"109041",2012,"20 to 24","Female","Tuberculosis",7.6
"109042",2012,"25 to 29","Male","Tuberculosis",10.4
"109043",2013,"30 to 34","Male","Tuberculosis",11.9
"109045",2013,"25 to 29","Male","Tuberculosis",10.3
"109046",2004,"45 to 49","Male","Tuberculosis",35030.8
"109047",2013,"20 to 24","Female","Tuberculosis",7.5
"109048",2006,"60 to 64","Male","Tuberculosis",38534.4
"109049",2006,"5 to 9","Female","Tuberculosis",3.1
"109051",2009,"40 to 44","Female","Tuberculosis",8.5
"109052",2009,"40 to 44","Male","Tuberculosis",11.2
"109059",2008,"75 to 79","Male","Tuberculosis",5
"109062",2011,"65 to 69","Female","Tuberculosis",4.2
"109064",2006,"50 to 54","Female","Tuberculosis",6.9
"109068",2005,"45 to 49","Female","Tuberculosis",9.2
"109069",2009,"80 plus","Male","Tuberculosis",3.2
"109071",2011,"45 to 49","Male","Tuberculosis",10.3
"109075",2013,"40 to 44","Female","Tuberculosis",8.1
"109076",2013,"45 to 49","Male","Tuberculosis",10.3
"109077",2012,"45 to 49","Male","Tuberculosis",31572.4
"109082",2011,"5 to 9","Female","Tuberculosis",2.6
"109083",2012,"30 to 34","Female","Tuberculosis",9.2
"109084",2006,"20 to 24","Male","Tuberculosis",9
"109085",2010,"10 to 14","Female","Tuberculosis",4
"109087",2008,"60 to 64","Female","Tuberculosis",16168.8
"109091",2008,"35 to 39","Male","Tuberculosis",13.3
"109096",2005,"80 plus","Female","Tuberculosis",2.1
"109100",2009,"70 to 74","Female","Tuberculosis",4.2
"109102",2011,"70 to 74","Female","Tuberculosis",3.9
"109103",2006,"55 to 59","Male","Tuberculosis",9.8
"109107",2007,"40 to 44","Female","Tuberculosis",9
"109108",2011,"50 to 54","Male","Tuberculosis",9.1
"109112",2007,"Post Neonatal","Male","Tuberculosis",64.5
"109118",2006,"30 to 34","Female","Tuberculosis",10.4
"109119",2004,"30 to 34","Female","Tuberculosis",11.1
"109120",2012,"75 to 79","Male","Tuberculosis",21911.7
"109121",2004,"20 to 24","Male","Tuberculosis",12514.3
"109122",2004,"50 to 54","Male","Tuberculosis",38450.9
"109124",2013,"25 to 29","Female","Tuberculosis",9.4
"109127",2006,"10 to 14","Female","Tuberculosis",4.5
"109131",2006,"65 to 69","Female","Tuberculosis",20667.6
"109132",2013,"80 plus","Male","Tuberculosis",20263.1
"109135",2008,"80 plus","Male","Tuberculosis",3.3
"109137",2008,"80 plus","Female","Tuberculosis",1.9
"109138",2010,"80 plus","Male","Tuberculosis",3.1
"109139",2011,"80 plus","Female","Tuberculosis",1.7
"109140",2005,"75 to 79","Female","Tuberculosis",3.7
"109142",2012,"70 to 74","Male","Tuberculosis",5.7
"109144",2013,"70 to 74","Male","Tuberculosis",5.7
"109145",2009,"55 to 59","Female","Tuberculosis",5.9
"109146",2004,"60 to 64","Male","Tuberculosis",9.9
"109148",2009,"80 plus","Female","Tuberculosis",1.9
"109152",2006,"60 to 64","Male","Tuberculosis",8.8
"109153",2011,"40 to 44","Male","Tuberculosis",10.9
"109154",2007,"35 to 39","Female","Tuberculosis",10.1
"109155",2010,"35 to 39","Female","Tuberculosis",9.7
"109157",2007,"75 to 79","Female","Tuberculosis",13834.5
"109159",2004,"25 to 29","Female","Tuberculosis",11.4
"109162",2008,"75 to 79","Female","Tuberculosis",13789.7
"109163",2010,"20 to 24","Female","Tuberculosis",8
"109165",2011,"5 to 9","Male","Tuberculosis",2.5
"109168",2004,"20 to 24","Male","Tuberculosis",9.5
"109171",2008,"20 to 24","Male","Tuberculosis",8.4
"109172",2006,"1 to 4","Female","Tuberculosis",4.2
"109174",2009,"45 to 49","Male","Tuberculosis",10.8
"109181",2010,"65 to 69","Male","Tuberculosis",6.9
"109183",2010,"50 to 54","Female","Tuberculosis",6
"109187",2010,"45 to 49","Female","Tuberculosis",7.9
"109190",2010,"45 to 49","Male","Tuberculosis",10.5
"109195",2005,"40 to 44","Female","Tuberculosis",9.8
"109197",2007,"75 to 79","Male","Tuberculosis",21746.4
"109198",2005,"80 plus","Female","Tuberculosis",11860.2
"109199",2004,"30 to 34","Male","Tuberculosis",13.4
"109201",2004,"25 to 29","Male","Tuberculosis",12.4
"109204",2010,"15 to 19","Female","Tuberculosis",5.1
"109205",2006,"20 to 24","Female","Tuberculosis",9.3
"109206",2010,"15 to 19","Male","Tuberculosis",4.6
"109212",2005,"20 to 24","Male","Tuberculosis",9.3
"109217",2011,"80 plus","Male","Tuberculosis",19196.5
"109220",2010,"75 to 79","Female","Tuberculosis",3.1
"109221",2009,"70 to 74","Male","Tuberculosis",6.1
"109223",2008,"50 to 54","Female","Tuberculosis",6.4
"109224",2009,"75 to 79","Male","Tuberculosis",4.9
"109225",2008,"60 to 64","Male","Tuberculosis",8.3
"109226",2005,"1 to 4","Male","Tuberculosis",17.2
"109227",2005,"50 to 54","Female","Tuberculosis",7.2
"109230",2005,"Post Neonatal","Female","Tuberculosis",84.6
"109240",2007,"70 to 74","Female","Tuberculosis",21026.6
"109241",2011,"20 to 24","Male","Tuberculosis",7.7
"109242",2012,"75 to 79","Female","Tuberculosis",13396.4
"109243",2013,"75 to 79","Male","Tuberculosis",22313
"109245",2004,"50 to 54","Female","Tuberculosis",14545.1
"109247",2004,"20 to 24","Female","Tuberculosis",9.7
"109248",2007,"15 to 19","Male","Tuberculosis",5
"109251",2006,"65 to 69","Male","Tuberculosis",39738.1
"109252",2007,"65 to 69","Male","Tuberculosis",38637.8
"109253",2008,"65 to 69","Male","Tuberculosis",38440.4
"109254",2004,"65 to 69","Female","Tuberculosis",21633.1
"109258",2005,"80 plus","Male","Tuberculosis",3.9
"109261",2010,"75 to 79","Male","Tuberculosis",4.7
"109263",2009,"75 to 79","Female","Tuberculosis",3.2
"109264",2005,"1 to 4","Female","Tuberculosis",19.8
"109266",2010,"60 to 64","Male","Tuberculosis",7.7
"109269",2010,"30 to 34","Male","Tuberculosis",12.2
"109270",2011,"35 to 39","Male","Tuberculosis",12.6
"109274",2010,"40 to 44","Female","Tuberculosis",8.3
"109278",2005,"35 to 39","Female","Tuberculosis",11
"109283",2011,"70 to 74","Female","Tuberculosis",19128.2
"109285",2011,"25 to 29","Male","Tuberculosis",10.5
"109286",2006,"30 to 34","Male","Tuberculosis",13.1
"109287",2007,"55 to 59","Male","Tuberculosis",38163.7
"109290",2013,"30 to 34","Female","Tuberculosis",9.2
"109292",2011,"25 to 29","Female","Tuberculosis",9.4
"109293",2012,"65 to 69","Female","Tuberculosis",17502.3
"109295",2009,"45 to 49","Female","Tuberculosis",8.1
"109296",2007,"25 to 29","Male","Tuberculosis",11.6
"109298",2008,"65 to 69","Female","Tuberculosis",19554.8
"109299",2009,"70 to 74","Female","Tuberculosis",20300.1
"109300",2008,"35 to 39","Female","Tuberculosis",10.1
"109301",2011,"80 plus","Male","Tuberculosis",3
"109302",2011,"75 to 79","Female","Tuberculosis",2.9
"109303",2011,"75 to 79","Male","Tuberculosis",4.6
"109306",2008,"50 to 54","Male","Tuberculosis",9.9
"109308",2012,"40 to 44","Female","Tuberculosis",8.1
"109309",2008,"25 to 29","Male","Tuberculosis",11.4
"109313",2005,"60 to 64","Male","Tuberculosis",9.5
"109317",2004,"35 to 39","Female","Tuberculosis",11.3
"109318",2007,"30 to 34","Male","Tuberculosis",12.9
"109323",2005,"35 to 39","Male","Tuberculosis",14.1
"109324",2012,"70 to 74","Male","Tuberculosis",31520.3
"109326",2007,"20 to 24","Female","Tuberculosis",9
"109329",2005,"60 to 64","Female","Tuberculosis",18325
"109330",2011,"20 to 24","Female","Tuberculosis",7.7
"109331",2007,"15 to 19","Female","Tuberculosis",5.7
"109332",2007,"55 to 59","Female","Tuberculosis",15640.6
"109334",2008,"40 to 44","Female","Tuberculosis",8.8
"109338",2012,"40 to 44","Male","Tuberculosis",10.9
"109343",2010,"65 to 69","Female","Tuberculosis",4.3
"109344",2008,"55 to 59","Male","Tuberculosis",9.3
"109353",2008,"45 to 49","Female","Tuberculosis",8.3
"109354",2012,"70 to 74","Female","Tuberculosis",19012.3
"109356",2005,"45 to 49","Male","Tuberculosis",12
"109364",2010,"35 to 39","Male","Tuberculosis",12.8
"109368",2004,"60 to 64","Male","Tuberculosis",42789.3
"109370",2007,"20 to 24","Male","Tuberculosis",8.7
"109371",2004,"65 to 69","Male","Tuberculosis",42210.9
"109374",2009,"60 to 64","Male","Tuberculosis",8
"109377",2006,"10 to 14","Male","Tuberculosis",3.3
